username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
cofooders,"La cuisine fait les gourmands, la table fait les amis! #Recettes #Food #Convivialité #Partage entre Fooders passionnés. Aussi sur Instagram @cofooders",,1631,4085,34198,2015-11-03 22:11:40,2020-07-03 18:53:56,2,"Cheesecakes are one of the most #popular kind of #cakes all around the #world 😋 that's not surprising because they are #delicious 😍 have you ever had a #cheesecake as #dessert? 🤔 This one is probably the creamiest one of #Madrid 🤤

👉 https://t.co/CFjL4i44uo https://t.co/kwgWPAo0ve","[{'text': 'popular', 'indices': [49, 57]}, {'text': 'cakes', 'indices': [66, 72]}, {'text': 'world', 'indices': [88, 94]}]"
kathleencrockes,Writing is a medium of human communication that represents language and emotion,"California, USA",1,570,40669,2015-08-11 12:36:32,2020-07-03 18:48:46,2,"New scented candle!!!
https://t.co/39OPKP6SUT#skincareproducts #candles #aromatherapy #shop #trending #popular #relax #spa #homedecor #handmade #exfoliate #bodyscrub #scent #scentedcandles #wine #drink #coffee #tea #tumbler #customtumblers #wine #wineglass #gifts #detox https://t.co/wappmXAwWz","[{'text': 'candles', 'indices': [84, 92]}, {'text': 'aromatherapy', 'indices': [93, 106]}, {'text': 'shop', 'indices': [107, 112]}, {'text': 'trending', 'indices': [113, 122]}, {'text': 'popular', 'indices': [123, 131]}, {'text': 'relax', 'indices': [132, 138]}]"
rhythiment,(Rhythiment) A Creative Artist who's loving to create experimental art with a passion,,0,35,604,2017-08-11 18:22:13,2020-07-03 18:48:15,0,New Dance Music is released on my SoundCloud Music page. #EDMLove #EDMLife #house #techno #indiemusic #raver #club #Spring #Summer #heatwave #goodvibes #happynewyear2020 #clubbing #trending #Popular #SundayFunday #FeelGoodSunday #SundayMotivation #NewMusicSunday,"[{'text': 'EDMLove', 'indices': [57, 65]}, {'text': 'EDMLife', 'indices': [66, 74]}, {'text': 'house', 'indices': [75, 81]}, {'text': 'techno', 'indices': [82, 89]}, {'text': 'indiemusic', 'indices': [90, 101]}, {'text': 'raver', 'indices': [102, 108]}, {'text': 'club', 'indices': [109, 114]}, {'text': 'Spring', 'indices': [115, 122]}, {'text': 'Summer', 'indices': [123, 130]}, {'text': 'heatwave', 'indices': [131, 140]}, {'text': 'goodvibes', 'indices': [141, 151]}, {'text': 'happynewyear2020', 'indices': [152, 169]}, {'text': 'clubbing', 'indices': [170, 179]}, {'text': 'trending', 'indices': [180, 189]}, {'text': 'Popular', 'indices': [190, 198]}, {'text': 'SundayFunday', 'indices': [199, 212]}, {'text': 'FeelGoodSunday', 'indices': [213, 228]}, {'text': 'SundayMotivation', 'indices': [229, 246]}, {'text': 'NewMusicSunday', 'indices': [247, 262]}]"
MonicaG14636267,,,0,10,129,2020-05-27 19:46:22,2020-07-03 18:43:36,0,"Why are we afraid of death? We are afraid because instinctively we resist change and death is an abrupt change in life. - HDH Bhagawan Sri Nithyananda Paramashivoham, in the book ""Living Enlightenment"". #livesex #popular https://t.co/d96ex0xbTH","[{'text': 'livesex', 'indices': [203, 211]}, {'text': 'popular', 'indices': [212, 220]}]"
lindaroepkes,"I am a accountant, prepare financial records","Florida, USA",1,470,39513,2015-08-11 13:29:55,2020-07-03 18:38:45,2,"New scented candle!!!
https://t.co/39OPKP6SUT#skincareproducts #candles #aromatherapy #shop #trending #popular #relax #spa #homedecor #handmade #exfoliate #bodyscrub #scent #scentedcandles #wine #drink #coffee #tea #tumbler #customtumblers #wine #wineglass #gifts #detox https://t.co/wappmXAwWz","[{'text': 'candles', 'indices': [84, 92]}, {'text': 'aromatherapy', 'indices': [93, 106]}, {'text': 'shop', 'indices': [107, 112]}, {'text': 'trending', 'indices': [113, 122]}, {'text': 'popular', 'indices': [123, 131]}, {'text': 'relax', 'indices': [132, 138]}]"
lindaroepkes,"I am a accountant, prepare financial records","Florida, USA",1,470,39513,2015-08-11 13:29:55,2020-07-03 18:38:41,1,"New scented candle!!!
https://t.co/yyRWjHx2p3
#skincareproducts #candles #aromatherapy #shop #trending #popular #relax #spa #homedecor #handmade #exfoliate #bodyscrub #scent #scentedcandles #wine #drink #coffee #tea #tumbler #customtumblers #wine #wineglass #gifts #detox https://t.co/7V4czV1RwU","[{'text': 'skincareproducts', 'indices': [67, 84]}, {'text': 'candles', 'indices': [85, 93]}, {'text': 'aromatherapy', 'indices': [94, 107]}, {'text': 'shop', 'indices': [108, 113]}, {'text': 'trending', 'indices': [114, 123]}, {'text': 'popular', 'indices': [124, 132]}, {'text': 'relax', 'indices': [133, 139]}]"
ZenBodyCreatio1,"Relax your mind, body & soul",,10,6,135,2020-04-10 13:47:47,2020-07-03 18:37:39,1,"New scented candle!!!
https://t.co/yyRWjHx2p3
#skincareproducts #candles #aromatherapy #shop #trending #popular #relax #spa #homedecor #handmade #exfoliate #bodyscrub #scent #scentedcandles #wine #drink #coffee #tea #tumbler #customtumblers #wine #wineglass #gifts #detox https://t.co/7V4czV1RwU","[{'text': 'skincareproducts', 'indices': [46, 63]}, {'text': 'candles', 'indices': [64, 72]}, {'text': 'aromatherapy', 'indices': [73, 86]}, {'text': 'shop', 'indices': [87, 92]}, {'text': 'trending', 'indices': [93, 102]}, {'text': 'popular', 'indices': [103, 111]}, {'text': 'relax', 'indices': [112, 118]}, {'text': 'spa', 'indices': [119, 123]}, {'text': 'homedecor', 'indices': [124, 134]}, {'text': 'handmade', 'indices': [135, 144]}, {'text': 'exfoliate', 'indices': [145, 155]}, {'text': 'bodyscrub', 'indices': [156, 166]}, {'text': 'scent', 'indices': [167, 173]}, {'text': 'scentedcandles', 'indices': [174, 189]}, {'text': 'wine', 'indices': [190, 195]}, {'text': 'drink', 'indices': [196, 202]}, {'text': 'coffee', 'indices': [203, 210]}, {'text': 'tea', 'indices': [211, 215]}, {'text': 'tumbler', 'indices': [216, 224]}, {'text': 'customtumblers', 'indices': [225, 240]}, {'text': 'wine', 'indices': [241, 246]}, {'text': 'wineglass', 'indices': [247, 257]}, {'text': 'gifts', 'indices': [258, 264]}, {'text': 'detox', 'indices': [265, 271]}]"
ZenBodyCreatio1,"Relax your mind, body & soul",,10,6,135,2020-04-10 13:47:47,2020-07-03 18:35:40,0,"Beautiful personalized wine glasses in various colors &amp; aroma infused natural soy candles
https://t.co/GHjbOJ9Mpc
#skincareproducts #candles #aromatherapy #shop #trending #popular #relax #spa #homedecor  #scentedcandles #wine #drink #coffee #tea #tumbler #customtumblers #wine https://t.co/geSalXhsjH","[{'text': 'skincareproducts', 'indices': [118, 135]}, {'text': 'candles', 'indices': [136, 144]}, {'text': 'aromatherapy', 'indices': [145, 158]}, {'text': 'shop', 'indices': [159, 164]}, {'text': 'trending', 'indices': [165, 174]}, {'text': 'popular', 'indices': [175, 183]}, {'text': 'relax', 'indices': [184, 190]}, {'text': 'spa', 'indices': [191, 195]}, {'text': 'homedecor', 'indices': [196, 206]}, {'text': 'scentedcandles', 'indices': [208, 223]}, {'text': 'wine', 'indices': [224, 229]}, {'text': 'drink', 'indices': [230, 236]}, {'text': 'coffee', 'indices': [237, 244]}, {'text': 'tea', 'indices': [245, 249]}, {'text': 'tumbler', 'indices': [250, 258]}, {'text': 'customtumblers', 'indices': [259, 274]}, {'text': 'wine', 'indices': [275, 280]}]"
ZenBodyCreatio1,"Relax your mind, body & soul",,10,6,135,2020-04-10 13:47:47,2020-07-03 18:33:02,2,"New scented candle!!!
https://t.co/39OPKP6SUT#skincareproducts #candles #aromatherapy #shop #trending #popular #relax #spa #homedecor #handmade #exfoliate #bodyscrub #scent #scentedcandles #wine #drink #coffee #tea #tumbler #customtumblers #wine #wineglass #gifts #detox https://t.co/wappmXAwWz","[{'text': 'candles', 'indices': [63, 71]}, {'text': 'aromatherapy', 'indices': [72, 85]}, {'text': 'shop', 'indices': [86, 91]}, {'text': 'trending', 'indices': [92, 101]}, {'text': 'popular', 'indices': [102, 110]}, {'text': 'relax', 'indices': [111, 117]}, {'text': 'spa', 'indices': [118, 122]}, {'text': 'homedecor', 'indices': [123, 133]}, {'text': 'handmade', 'indices': [134, 143]}, {'text': 'exfoliate', 'indices': [144, 154]}, {'text': 'bodyscrub', 'indices': [155, 165]}, {'text': 'scent', 'indices': [166, 172]}, {'text': 'scentedcandles', 'indices': [173, 188]}, {'text': 'wine', 'indices': [189, 194]}, {'text': 'drink', 'indices': [195, 201]}, {'text': 'coffee', 'indices': [202, 209]}, {'text': 'tea', 'indices': [210, 214]}, {'text': 'tumbler', 'indices': [215, 223]}, {'text': 'customtumblers', 'indices': [224, 239]}, {'text': 'wine', 'indices': [240, 245]}, {'text': 'wineglass', 'indices': [246, 256]}, {'text': 'gifts', 'indices': [257, 263]}, {'text': 'detox', 'indices': [264, 270]}]"
topthingz,"Get Knowledge about All Most #Amazing #Top_Things and #Information_Technology, #Information_Travelling, #Fashion, #Since, #Automotive and more @TopThingz",USA,2492,2396,303,2014-08-22 16:37:37,2020-07-03 18:19:46,0,The World's #Most Top 3 #Most #Popular Versatile #Salads - #TopThingz https://t.co/RooWa3OO7W,"[{'text': 'Most', 'indices': [12, 17]}, {'text': 'Most', 'indices': [24, 29]}, {'text': 'Popular', 'indices': [30, 38]}, {'text': 'Salads', 'indices': [49, 56]}, {'text': 'TopThingz', 'indices': [59, 69]}]"
GardenNan,"Dreamer, bfa artist, fixer of houses, potter, gardener, herbalist, beekeeper, chicken chick, ecologist, home and garden designer, mom, nan, feminist💙","Pennsylvania, USA",1957,2317,34719,2018-02-24 18:36:33,2020-07-03 18:14:43,3,"#FridayMotivation #fridaymorning 
12 #universal #laws
#life #mysteries #LifeLessons #everydaylife #theresmore #read
#lawofattraction is 1 of the most #Popular of the universal laws #LearnConnect #blessed #grateful #ADD more if you want to, we want ppl to #learn from our #beliefs https://t.co/WZo9IWUQnh","[{'text': 'FridayMotivation', 'indices': [18, 35]}, {'text': 'fridaymorning', 'indices': [36, 50]}, {'text': 'universal', 'indices': [55, 65]}, {'text': 'laws', 'indices': [66, 71]}, {'text': 'life', 'indices': [72, 77]}, {'text': 'mysteries', 'indices': [78, 88]}, {'text': 'LifeLessons', 'indices': [89, 101]}, {'text': 'everydaylife', 'indices': [102, 115]}, {'text': 'theresmore', 'indices': [116, 127]}, {'text': 'read', 'indices': [128, 133]}]"
Rossimoda8,,,1,0,2,2020-07-02 18:37:29,2020-07-03 18:10:01,44,"My first twerking video… my Ass is fat af

 😁😁😂
#POPULAR
#MyFirstDayAtWork
#FridayFeeling
#ILiedBecause
#DuduzaneZuma https://t.co/Z3zsSrqC51","[{'text': 'POPULAR', 'indices': [65, 73]}, {'text': 'MyFirstDayAtWork', 'indices': [74, 91]}, {'text': 'FridayFeeling', 'indices': [92, 106]}, {'text': 'ILiedBecause', 'indices': [107, 120]}, {'text': 'DuduzaneZuma', 'indices': [121, 134]}]"
FlashJewelry,"Royal Flash Jewelry Studio, #Handmade #Jewelry on #Etsy, Please RT pinned. Thanks! (I #FB)",,722,2451,101222,2018-06-22 09:23:56,2020-07-03 18:04:37,0,#Flat #Rope Lab Sapphire #Rose #Gold #Ring https://t.co/rxcZvlKzIX #shoppershour #fashionista #popular #crafts #shoppingjewelry #styles,"[{'text': 'Flat', 'indices': [0, 5]}, {'text': 'Rope', 'indices': [6, 11]}, {'text': 'Rose', 'indices': [25, 30]}, {'text': 'Gold', 'indices': [31, 36]}, {'text': 'Ring', 'indices': [37, 42]}, {'text': 'shoppershour', 'indices': [67, 80]}, {'text': 'fashionista', 'indices': [81, 93]}, {'text': 'popular', 'indices': [94, 102]}, {'text': 'crafts', 'indices': [103, 110]}, {'text': 'shoppingjewelry', 'indices': [111, 127]}, {'text': 'styles', 'indices': [128, 135]}]"
GrannyMooninVA,"Rev Mother High Priestess https://t.co/LE649qjCkH High Priestess & Witchcraft Training, Healing Arts & Pagan Studies  Ancient Mysteries, Herbs, Reiki Master/Trainer","Washington, DC area",23963,28031,85585,2010-05-14 17:11:34,2020-07-03 17:51:16,3,"#FridayMotivation #fridaymorning 
12 #universal #laws
#life #mysteries #LifeLessons #everydaylife #theresmore #read
#lawofattraction is 1 of the most #Popular of the universal laws #LearnConnect #blessed #grateful #ADD more if you want to, we want ppl to #learn from our #beliefs https://t.co/WZo9IWUQnh","[{'text': 'FridayMotivation', 'indices': [18, 35]}, {'text': 'fridaymorning', 'indices': [36, 50]}, {'text': 'universal', 'indices': [55, 65]}, {'text': 'laws', 'indices': [66, 71]}, {'text': 'life', 'indices': [72, 77]}, {'text': 'mysteries', 'indices': [78, 88]}, {'text': 'LifeLessons', 'indices': [89, 101]}, {'text': 'everydaylife', 'indices': [102, 115]}, {'text': 'theresmore', 'indices': [116, 127]}, {'text': 'read', 'indices': [128, 133]}]"
Obey_juice98,"I Produce Music And Do Vlogs From Michigan🎶
Check Out My YouTube Channel Down Below
Snapchat👻:Ojuice360","Michigan, USA",1973,1453,2194,2011-09-24 12:30:03,2020-07-03 17:49:58,0,Looking Good 👌🏽💯#youtube #youtuber #likeforfollow #likeforlikes #checkmeout #me #picoftheday #instadaily #followme #nofilter #viral #popular #gm #repost #igdaily #explore #explorepage #photooftheday #picture… https://t.co/SMu810ezM6,"[{'text': 'youtube', 'indices': [16, 24]}, {'text': 'youtuber', 'indices': [25, 34]}, {'text': 'likeforfollow', 'indices': [35, 49]}, {'text': 'likeforlikes', 'indices': [50, 63]}, {'text': 'checkmeout', 'indices': [64, 75]}, {'text': 'me', 'indices': [76, 79]}, {'text': 'picoftheday', 'indices': [80, 92]}, {'text': 'instadaily', 'indices': [93, 104]}, {'text': 'followme', 'indices': [105, 114]}, {'text': 'nofilter', 'indices': [115, 124]}, {'text': 'viral', 'indices': [125, 131]}, {'text': 'popular', 'indices': [132, 140]}, {'text': 'gm', 'indices': [141, 144]}, {'text': 'repost', 'indices': [145, 152]}, {'text': 'igdaily', 'indices': [153, 161]}, {'text': 'explore', 'indices': [162, 170]}, {'text': 'explorepage', 'indices': [171, 183]}, {'text': 'photooftheday', 'indices': [184, 198]}, {'text': 'picture', 'indices': [199, 207]}]"
CTMARIE92,Rubber Face Writer with Multiple Personalities.,New York City,415,69,743,2014-10-09 16:12:29,2020-07-03 17:24:56,0,You would think I have gotten used to being unpopular since it started in grade school... but no. #FridayFeeling #popular #UnpopularOpinions,"[{'text': 'FridayFeeling', 'indices': [98, 112]}, {'text': 'popular', 'indices': [113, 121]}, {'text': 'UnpopularOpinions', 'indices': [122, 140]}]"
Ric9871Ric,,VA,22494,22124,232167,2013-12-27 04:47:29,2020-07-03 17:13:14,0,R&amp;D Roundup: Tech giants unveil breakthroughs at computer vision summit https://t.co/L5xYKXHF6I via @ric9871ric  #news #popular https://t.co/csbgXgxaRU,"[{'text': 'news', 'indices': [117, 122]}, {'text': 'popular', 'indices': [123, 131]}]"
prajanma,"Reporter @Xpress_edex
@NewIndianXpress

Views are personal","Kolkata, India",366,116,652,2009-10-23 11:30:40,2020-07-03 17:09:42,3,"Talking to @chetrisunil11, @Pvsindhu1 and @KirenRijiju at a #virtual discussion on #FitIndiaMovement, @DrRPNishank added that #students have been using the #NTA apps that are #popular
#neetpostpone2020 #JEE #education 

Read the report by @prajanma: https://t.co/KjUYNiidxA 👇👇","[{'text': 'virtual', 'indices': [77, 85]}, {'text': 'FitIndiaMovement', 'indices': [100, 117]}]"
Ric9871Ric,,VA,22494,22124,232167,2013-12-27 04:47:29,2020-07-03 17:06:10,0,Haven't received your stimulus check yet? Let's track it down video https://t.co/801rg44NQQ via @ric9871ric #popular #news https://t.co/hMTcpQnvxn,"[{'text': 'popular', 'indices': [108, 116]}, {'text': 'news', 'indices': [117, 122]}]"
OmegaMcBride,A Man Before Anything▪︎Recording Artist▪︎Writer▪︎Blogger▪︎Entrepreneur▪︎Ace Card Publishing▪︎Chicago▪︎@Drose Official #1 Fan,Chicago,218,279,5825,2010-09-16 17:38:33,2020-07-03 16:51:43,0,"We live in a world where No one really gives af, that is, until it's #trending or the #popular thing to do. So, here's a #word to the #wise. It may be someone elses fault that we are hurting or depressed, having unhealed trauma &amp; such, but it's our responsibility to fix the wound","[{'text': 'trending', 'indices': [69, 78]}, {'text': 'popular', 'indices': [86, 94]}, {'text': 'word', 'indices': [121, 126]}, {'text': 'wise', 'indices': [134, 139]}]"
MadanMohanPare3,,,2,1,159,2020-05-15 10:04:42,2020-07-03 16:35:54,18,"Popular Bollywood Personalities at Apex University amplifying more to the excitement of various events.
.
.
#Bollywood #Actors #EminentPersonalities #Popular #Famous #Stars #Superstars #ApexEvents #AUEvents #ApexUniversity https://t.co/FYGzoW03Ze","[{'text': 'Bollywood', 'indices': [127, 137]}]"
PlattaLawFirm,"The Platta Law Firm is a premier New York City personal injury law firm handling construction, motor vehicle and premises accidents.","42 Broadway Suite 1927, New York, NY 10004",3564,2136,622,2018-05-02 01:15:21,2020-07-03 16:02:34,0,"Find out the facts about America's Nursery Homes.
-
#plattalaw #lawyer #lawfirm #personalinjury #injured #accidents #popular #nursinghome #fallaccident #quarantine https://t.co/wkA3yaZXcX","[{'text': 'plattalaw', 'indices': [52, 62]}, {'text': 'lawyer', 'indices': [63, 70]}, {'text': 'lawfirm', 'indices': [71, 79]}, {'text': 'personalinjury', 'indices': [80, 95]}, {'text': 'injured', 'indices': [96, 104]}, {'text': 'accidents', 'indices': [105, 115]}, {'text': 'popular', 'indices': [116, 124]}, {'text': 'nursinghome', 'indices': [125, 137]}, {'text': 'fallaccident', 'indices': [138, 151]}, {'text': 'quarantine', 'indices': [152, 163]}]"
ShabbirSpeaks,"#ShabbirSpeaks to bring people together, motivate, celebrate, bring out the best in me and you.","Dubai, UAE",1520,832,690,2009-08-25 08:58:44,2020-07-03 16:01:54,0,"Step Out of the Darkness - with a #Smile 
#ShabbirSpeaks

#Tolerance #NoDiscrimination #Love #Peace #antiracism #anticommunalism #GenderDivide #Religion #Leftwing #Rightwing #Secular #Popular #BrandShabbir #BlackLivesMatter #MinorityLivesMatter #AllLivesMatter https://t.co/RpL5vxaCP8","[{'text': 'Smile', 'indices': [34, 40]}, {'text': 'ShabbirSpeaks', 'indices': [42, 56]}, {'text': 'Tolerance', 'indices': [58, 68]}, {'text': 'NoDiscrimination', 'indices': [69, 86]}, {'text': 'Love', 'indices': [87, 92]}, {'text': 'Peace', 'indices': [93, 99]}, {'text': 'antiracism', 'indices': [100, 111]}, {'text': 'anticommunalism', 'indices': [112, 128]}, {'text': 'GenderDivide', 'indices': [129, 142]}, {'text': 'Religion', 'indices': [143, 152]}, {'text': 'Leftwing', 'indices': [153, 162]}, {'text': 'Rightwing', 'indices': [163, 173]}, {'text': 'Secular', 'indices': [174, 182]}, {'text': 'Popular', 'indices': [183, 191]}, {'text': 'BrandShabbir', 'indices': [192, 205]}, {'text': 'BlackLivesMatter', 'indices': [206, 223]}, {'text': 'MinorityLivesMatter', 'indices': [224, 244]}, {'text': 'AllLivesMatter', 'indices': [245, 260]}]"
THEWEBLIST,The aggregator of popular links from around the web.,the cloud,2,92,10506,2008-12-24 18:23:14,2020-07-03 16:00:02,0,"Katy Perry Is Keeping Things Very Real With The Latest Video Of Her ""Gross"" Pregnancy Belly Button #news #popular https://t.co/QUSrsF63bR","[{'text': 'news', 'indices': [99, 104]}, {'text': 'popular', 'indices': [105, 113]}]"
AngelinaWZait28,,,470,55,622,2020-01-12 06:14:44,2020-07-03 15:49:35,0,#escorts fingered #popular https://t.co/lxVUA3jkdT,"[{'text': 'escorts', 'indices': [0, 8]}, {'text': 'popular', 'indices': [18, 26]}]"
AmitPandey2020,"Engineer by Education , working in sales & marketing...

love to meet people, travelling & cooking...

In free time i love to read & explore new information....","नई दिल्ली, भारत",1549,40,189,2020-04-05 20:07:39,2020-07-03 15:43:33,1,"Bread roll is a potato stuffed bread snack #popular in India. These stuffed potato bread rolls are super #simple and #easy Indian aloo snacks. A #perfect tea time snack or serve as an #appetizer.

#IndiaCanteen #Tasty #BreadRoll #Delicious #Yummy #Snack https://t.co/xbSRumsxb2","[{'text': 'popular', 'indices': [61, 69]}, {'text': 'simple', 'indices': [123, 130]}]"
AmitPandey2020,"Engineer by Education , working in sales & marketing...

love to meet people, travelling & cooking...

In free time i love to read & explore new information....","नई दिल्ली, भारत",1549,40,189,2020-04-05 20:07:39,2020-07-03 15:42:37,1,"Bombay veg masala sandwich is a #famous street food of #Mumbai loaded with #veggies &amp; #chutney, this grilled #sandwich is #delicious. One of the #popular sandwich in Mumbai.

#IndiaCanteen #Tasty #MasalaSandwich #Food #Foodie #Snack https://t.co/JadADSqM7H","[{'text': 'famous', 'indices': [50, 57]}, {'text': 'Mumbai', 'indices': [73, 80]}, {'text': 'veggies', 'indices': [93, 101]}, {'text': 'chutney', 'indices': [108, 116]}, {'text': 'sandwich', 'indices': [131, 140]}]"
ujiiejapan,"The Japanese watch shop.
 Japan sent a watch in the world.
 I like to watch SEIKO CITIZEN ORIENT Japan.
 Follow-up thank you.
ebay Auction Made in Japan",Tokyo Japan,1369,822,25513,2010-04-23 23:22:27,2020-07-03 15:38:32,0,"CITIZEN EXCEED LADY'S Eco-Drive EBT75-1992 55,000JPY NEW!!
FREE International Shipping
#ebay https://t.co/pFlPEDdHGq #ujiie_japan https://t.co/cD9kP8t3jC
The last 1 in stock.
made in Japan
#citizen #japan #ecodrive #solar #last1 #present #popular https://t.co/sEG1BiXp5L","[{'text': 'ebay', 'indices': [87, 92]}, {'text': 'ujiie_japan', 'indices': [117, 129]}, {'text': 'citizen', 'indices': [189, 197]}, {'text': 'japan', 'indices': [198, 204]}, {'text': 'ecodrive', 'indices': [205, 214]}, {'text': 'solar', 'indices': [215, 221]}, {'text': 'last1', 'indices': [222, 228]}, {'text': 'present', 'indices': [229, 237]}, {'text': 'popular', 'indices': [238, 246]}]"
RAK_Porcelain_,RAK Porcelain is a leading player in HORECA's porcelain tableware industry manufacturing and supplying a large variety of exquisitely designed porcelain items.,"Ras Al Khaimah, UAE",74,497,495,2012-06-07 10:55:43,2020-07-03 15:34:35,0,"Goodness pickled &amp; preserved on a #FIRE Green plate! 🟢🥗

📸 : Ferrari Chomette @ferrarichomette 

#RAKPorcelain #MakeSureItsRAK #finedine #tableware #foodstagram #gastronomy #foodporn #inspire #hospitality #popular https://t.co/AsGYpHm3q9","[{'text': 'FIRE', 'indices': [38, 43]}, {'text': 'RAKPorcelain', 'indices': [101, 114]}, {'text': 'MakeSureItsRAK', 'indices': [115, 130]}, {'text': 'finedine', 'indices': [131, 140]}, {'text': 'tableware', 'indices': [141, 151]}, {'text': 'foodstagram', 'indices': [152, 164]}, {'text': 'gastronomy', 'indices': [165, 176]}, {'text': 'foodporn', 'indices': [177, 186]}, {'text': 'inspire', 'indices': [187, 195]}, {'text': 'hospitality', 'indices': [196, 208]}, {'text': 'popular', 'indices': [209, 217]}]"
Ric9871Ric,,VA,22494,22124,232167,2013-12-27 04:47:29,2020-07-03 15:28:00,0,Worry is rising inside the President's campaign as Covid-19 surges in this key swing state https://t.co/QHTCB4rWQ1 via @ric9871ric  #retweet #popular https://t.co/gY6YOBtZwU,"[{'text': 'retweet', 'indices': [132, 140]}, {'text': 'popular', 'indices': [141, 149]}]"
ikaikacomm,Honolulu PR diva juggling a million balls in the air at once and loving it!,"Honolulu, HI",2479,2172,836,2008-08-14 19:42:29,2020-07-03 15:26:12,0,"Happy 4th of July!!! 
Craving the #bestThaifood this long weekend? Try our #popular, #delicious $10 &amp; $20 #Thaibentos from #NoiThaiCuisine at #RoyalHawaiianCenter in #Waikiki. Call 808.664.4039 or order online at… https://t.co/GmhzLWB1VZ","[{'text': 'bestThaifood', 'indices': [34, 47]}, {'text': 'popular', 'indices': [75, 83]}, {'text': 'delicious', 'indices': [85, 95]}, {'text': 'Thaibentos', 'indices': [110, 121]}, {'text': 'NoiThaiCuisine', 'indices': [127, 142]}, {'text': 'RoyalHawaiianCenter', 'indices': [146, 166]}, {'text': 'Waikiki', 'indices': [170, 178]}]"
marketshirtcom,Online Clothing Store - Worldwide Clothing Center Custom Made Shirts,United States,17,9,794,2018-10-01 11:57:45,2020-07-03 15:17:59,0,"Like and Retweet if you want this Deadpool Minions Parody Sweatshirt Marvel Fashion Novelty
Tag a friend who would love this!
Get it here ---&gt; https://t.co/KFjM95Svwg
#trending #sweatshirt #hoodie #graphic #ootd #gifts #outfit #need #popular https://t.co/BCGvu7SN9F","[{'text': 'trending', 'indices': [170, 179]}, {'text': 'sweatshirt', 'indices': [180, 191]}, {'text': 'hoodie', 'indices': [192, 199]}, {'text': 'graphic', 'indices': [200, 208]}, {'text': 'ootd', 'indices': [209, 214]}, {'text': 'gifts', 'indices': [215, 221]}, {'text': 'outfit', 'indices': [222, 229]}, {'text': 'need', 'indices': [230, 235]}, {'text': 'popular', 'indices': [236, 244]}]"
Context_19,The coolest site for empowerment and expression on the internet!,nyc,196,51,8808,2017-09-05 04:05:15,2020-07-03 15:13:13,0,"#Popular Media avoid.
Jewish people oppose AIPAC (AIPAC is Jewish Israel)..There are different belief s in Jewish Communities as to say as well....The Newspaper here is Jewish

https://t.co/uEceHdXz8i","[{'text': 'Popular', 'indices': [0, 8]}]"
HiteshC99567730,I love I_me_myself,,31,0,24,2020-06-29 13:15:07,2020-07-03 15:10:38,0,"Where these buldy fu**ker people 
#Bollywood #diamirza #popular #ashmed @bollywood_life @ZeeNewsEnglish #ZeeNews 
#riseyourvoice #modi https://t.co/W467BiNpcj","[{'text': 'Bollywood', 'indices': [34, 44]}, {'text': 'diamirza', 'indices': [45, 54]}, {'text': 'popular', 'indices': [55, 63]}, {'text': 'ashmed', 'indices': [64, 71]}, {'text': 'ZeeNews', 'indices': [104, 112]}, {'text': 'riseyourvoice', 'indices': [114, 128]}, {'text': 'modi', 'indices': [129, 134]}]"
BeautyObsessInc,Follow me on instagram BeautyObsessedInc BeautyObsessedInc@gmail.com,,188,414,3028,2011-03-11 04:31:35,2020-07-03 15:04:43,0,"Happy FRIDAY!!!! Finally!!!!! Cheers to a LONG WEEKEND!!!!!💙🇺🇸❤️
•

#instablogger #instadaily #instagood #instaglam #instabeauty #instalook #makeupoftheday #instagoodness #pretty #makeup #popular #musthave #sparlkes… https://t.co/IfXaOYkH9D","[{'text': 'instablogger', 'indices': [68, 81]}, {'text': 'instadaily', 'indices': [82, 93]}, {'text': 'instagood', 'indices': [94, 104]}, {'text': 'instaglam', 'indices': [105, 115]}, {'text': 'instabeauty', 'indices': [116, 128]}, {'text': 'instalook', 'indices': [129, 139]}, {'text': 'makeupoftheday', 'indices': [140, 155]}, {'text': 'instagoodness', 'indices': [156, 170]}, {'text': 'pretty', 'indices': [171, 178]}, {'text': 'makeup', 'indices': [179, 186]}, {'text': 'popular', 'indices': [187, 195]}, {'text': 'musthave', 'indices': [196, 205]}, {'text': 'sparlkes', 'indices': [206, 215]}]"
Hardarson78,Experienced Human Resource Specialist.,Icelandic Liverpool FAN! ,262,64,1675,2011-07-08 00:45:38,2020-07-03 15:01:26,1,Our first single 👇❤️ check it out! #music #musician #Musica #pop #Hits #NewMusic #SPOTIFYPLAYLIST #spotifywrapped #SpotifyShareSaturday #spotifyart #TikTok #Instagram #musicvideo #topsong #MTV #iHeartRadio #RADIOSTREET #Radio #Popular #ListenToThis  https://t.co/VTsRYhw2Hi,"[{'text': 'music', 'indices': [52, 58]}, {'text': 'musician', 'indices': [59, 68]}, {'text': 'Musica', 'indices': [69, 76]}, {'text': 'pop', 'indices': [77, 81]}, {'text': 'Hits', 'indices': [82, 87]}, {'text': 'NewMusic', 'indices': [88, 97]}, {'text': 'SPOTIFYPLAYLIST', 'indices': [98, 114]}, {'text': 'spotifywrapped', 'indices': [115, 130]}]"
